StationID,StationName,County,Region,HUC8,HUC10,HUC12,Latitude,Longitude
10040900,Little Rice Creek DS Oneida Lake Rd,Oneida,Northern,Upper Wisconsin Subbasin,Lower Tomahawk River Watershed,Little Rice Creek Subwatershed,45.60807,-89.64231
10040926,Underwood Creek at Pomona Dr,Waukesha,Southeast,Milwaukee Subbasin,Menomonee River Watershed,Underwood Creek Subwatershed,43.070446,-88.10212
10040927,Willow Creek (Lake Mendota) at Linden Dr foot bridge,Dane,South Central,Middle Rock Subbasin,Lake Mendota-Yahara River Watershed,Lake Mendota-Yahara River Subwatershed,43.07556,-89.42176
10040928,Twin Creek N of Twin Creek Rd,Marinette,Northeast,Menominee Subbasin,Menominee River Watershed,Twin Creek Subwatershed,45.207367,-87.752014
10040929,Brown Deer Park Creek at Brown Deer Park,Milwaukee,Southeast,Milwaukee Subbasin,Lower Milwaukee River-Frontal Lake Michigan Watershed,Milwaukee River Subwatershed,43.16203,-87.95245
10041414,Heins Creek E of Hwy 57,Door,Northeast,Door-Kewaunee Subbasin,Door Peninsula-Frontal Lake Michigan Watershed,Kangaroo Lake-Frontal Lake Michigan Subwatershed,45.016254,-87.14869
10041510,Silver Creek at County KK,Fond du Lac,Northeast,Upper Fox Subbasin,Big Green Lake Watershed,Silver Creek Subwatershed,43.807636,-88.79139
10041573,Unnamed Trib to Brandy Brook at Retzer,Waukesha,Southeast,Upper Fox Subbasin,Pewaukee River-Fox River Watershed,Pebble Creek Subwatershed,43.015285,-88.313156
10042143,Schoenick Creek 200m ds St. John's Church Rd,Shawano,Northeast,Wolf Subbasin,School Section Creek-Wolf River Watershed,Schoenick Creek Subwatershed,44.70741,-88.63389
10042185,Keenans Creek at Keenan Rd,Dane,South Central,Middle Rock Subbasin,Lake Kegonsa-Yahara River Watershed,Lake Kegonsa-Yahara River Subwatershed,42.974876,-89.32241
10042256,Token Creek near Mill Road,Dane,South Central,Middle Rock Subbasin,Headwaters Yahara River Watershed,Token Creek Subwatershed,43.205894,-89.27858
10042538,Stony Brook at Airport Road,Jefferson,South Central,Upper Rock Subbasin,Maunesha River Watershed,Stony Brook Subwatershed,43.114746,-88.98406
10042539,Mud Creek at Hwy CI,Jefferson,South Central,Middle Rock Subbasin,Scupperenong River Watershed,Mud Creek-Scuppernong Creek Subwatershed,42.939342,-88.5921
10042851,Deer Creek at Sutter Dr,Dane,South Central,Sugar Subbasin,West Branch Sugar River Watershed,Mount Vernon Creek Subwatershed,42.959164,-89.68171
10042932,Tomorrow River 75 ft downstream of Q bridge,Portage,West Central,Wolf Subbasin,Waupaca River Watershed,Bear Creek-Waupaca River Subwatershed,44.493305,-89.30983
10043006,Trout Creek US from Hancock Lake,Oneida,Northern,Upper Wisconsin Subbasin,Lower Tomahawk River Watershed,Little Rice Creek Subwatershed,45.615395,-89.61736
10043126,Spring Brook at Leeson Park Pavilion,Rock,South Central,Middle Rock Subbasin,Turtle Creek Watershed,Spring Brook-Turtle Creek Subwatershed,42.512676,-89.0045
10043148,Blackhawk Creek at Optimist Park Crossing,Rock,South Central,Middle Rock Subbasin,Blackhawk Creek Watershed,Headwaters Blackhawk Creek Subwatershed,42.68257,-88.958855
10043360,Little Door Creek at Navig Rd,Dane,South Central,Middle Rock Subbasin,Lake Kegonsa-Yahara River Watershed,Door Creek Subwatershed,43.041283,-89.20294
10043571,Auburn Lake Creek at DD,Fond du Lac,Northeast,Milwaukee Subbasin,Upper Milwaukee River Watershed,Auburn Lake Creek-Milwaukee River Subwatershed,43.594604,-88.21291
10043573,Quas Creek at Quas Creek Park,Washington,Southeast,Milwaukee Subbasin,Upper Milwaukee River Watershed,Silver Creek-Milwaukee River Subwatershed,43.415672,-88.14881
10043859,Stony Brook on DNR land N of Swamp Rd,Jefferson,South Central,Upper Rock Subbasin,Maunesha River Watershed,Stony Brook Subwatershed,43.18425,-88.96146
10043938,Maunesha River at Twin Lane Rd,Dane,South Central,Upper Rock Subbasin,Maunesha River Watershed,Headwaters Maunesha River Subwatershed,43.225998,-89.146706
10044031,Goldendale Creek at Freistadt Road,Washington,Southeast,Milwaukee Subbasin,Menomonee River Watershed,Village of Menomonee Falls-Menomonee River Subwatershed,43.23554,-88.12693
10044132,Kickapoo River - Taylor Ridge Rd. bridge,Crawford,West Central,Kickapoo Subbasin,Kickapoo River Watershed,Shaw Hollow-Kickapoo River Subwatershed,43.22122,-90.84219
10044733,Unnamed Tributary to Searles Creek at Decatur-Sylvester Rd,Green,South Central,Sugar Subbasin,Sylvester Creek-Sugar River Watershed,Searles Creek Subwatershed,42.65069,-89.48569
10044757,West Branch Rock River at Neitman Road,Fond du Lac,Northeast,Upper Rock Subbasin,West Branch Rock River-Rock River Watershed,Headwaters West Branch Rock River Subwatershed,43.68041,-88.65725
10044913,Unnamed Trib of Turtle Creek at County Highway O,Walworth,Southeast,Middle Rock Subbasin,Turtle Creek Watershed,Headwaters Turtle Creek Subwatershed,42.6574,-88.6284
10044917,Richland Creek at Byers Road,Crawford,West Central,Lower Wisconsin Subbasin,City of Boscobel-Wisconsin River Watershed,Richland Creek Subwatershed,43.24652,-90.76367
10047225,Pigeon River at Maywood Park Bridge,Sheboygan,Southeast,Manitowoc-Sheboygan Subbasin,Pigeon Creek Watershed,Lower Pigeon Creek Subwatershed,43.778,-87.75627
10047244,Bird Creek US Hwy 21 Foot Bridge Crossing,Waushara,Northeast,Upper Fox Subbasin,White River Watershed,Soules Creek-White River Subwatershed,44.06957,-89.30376
10047699,"Ehler's Park, upstream of Ehlers Creek",Ozaukee,Southeast,Milwaukee Subbasin,Lower Milwaukee River-Frontal Lake Michigan Watershed,Village of Grafton-Milwaukee River Subwatershed,43.408184,-87.9409
10047721,Forget-Me-Not Creek at Aurora Medical Center,Manitowoc,Northeast,Manitowoc-Sheboygan Subbasin,Manitowoc River-Frontal Lake Michigan Watershed,Little Manitowoc River-Frontal Lake Michigan Subwatershed,44.126724,-87.61755
10047953,Honey Creek DS W Loomis Road,Milwaukee,Southeast,Milwaukee Subbasin,Menomonee River Watershed,Menomonee River Subwatershed,42.95704,-87.97367
10048152,Brennan Creek at Valley Rd,Lafayette,South Central,Pecatonica Subbasin,East Branch Pecatonica River Watershed,Brennan Creek-East Branch Pecatonica River Subwatershed,42.738155,-89.8683
10048186,Darien Creek at North Rd,Walworth,Southeast,Middle Rock Subbasin,Turtle Creek Watershed,City of Darien Subwatershed,42.59074,-88.76151
10048389,Mineral Point Branch at Barreltown Bird Conservation Area,Iowa,South Central,Pecatonica Subbasin,Mineral Point Branch Watershed,Headwaters Mineral Point Branch Subwatershed,42.90897,-90.19403
10048415,Warner Creek 300ft US Big Valley Road,Vernon,West Central,Kickapoo Subbasin,Bear Creek-Kickapoo River Watershed,Warner Creek Subwatershed,43.64776,-90.57032
10048574,"West Branch White River 0.7mi S STH 21, 0.3mi E CTH Y",Waushara,Northeast,Upper Fox Subbasin,White River Watershed,West Branch White River Subwatershed,44.057926,-89.33254
10048578,North Branch Little Wolf River US Confluence Unnamed (273100),Waupaca,Northeast,Wolf Subbasin,South Branch Little Wolf River Watershed,North Branch Little Wolf River Subwatershed,44.411175,-89.01192
10048646,Sawmill Creek at CTH H N of Hay Hollow Road,Green,South Central,Pecatonica Subbasin,East Branch Pecatonica River Watershed,Sawmill Creek Subwatershed,42.80859,-89.79791
10048647,Little Bear Creek 350ft DS CTH B,Richland,South Central,Lower Wisconsin Subbasin,Bear Creek Watershed,Lower Bear Creek Subwatershed,43.25219,-90.20517
10048650,Erickson Creek at Fabos/Prussia,Green,South Central,Pecatonica Subbasin,East Branch Pecatonica River Watershed,Sawmill Creek Subwatershed,42.78978,-89.79121
10048779,Roy Creek 20 yards E of CTH O culvert,Green Lake,Northeast,Upper Fox Subbasin,Big Green Lake Watershed,Big Green Lake Subwatershed,43.76612,-89.020966
10049572,Hall Bottom Creek 300ft DS Confluence (WBIC 1209200),Richland,South Central,Lower Wisconsin Subbasin,Knapp Creek Watershed,Middle Knapp Creek Subwatershed,43.335575,-90.61306
10050760,Schoenick Creek 45 yds US Cloverlead Road,Shawano,Northeast,Wolf Subbasin,School Section Creek-Wolf River Watershed,Schoenick Creek Subwatershed,44.69967,-88.63181
10050872,Sawmill Creek at Zipsie Property,Green,South Central,Pecatonica Subbasin,East Branch Pecatonica River Watershed,Sawmill Creek Subwatershed,42.795174,-89.81641
10050874,"Lowery Cr. DS CTH-C,",Iowa,South Central,Lower Wisconsin Subbasin,City of Spring Green-Wisconsin River Watershed,Lowery Creek Subwatershed,43.14229,-90.06994
10051096,Assemble Creek 350ft N of Green Lake,Green Lake,Northeast,Upper Fox Subbasin,Big Green Lake Watershed,Big Green Lake Subwatershed,43.81678,-89.035225
10051141,Fish Creek - Dam at the Boardwalk,Door,Northeast,Door-Kewaunee Subbasin,Door Peninsula-Frontal Lake Michigan Watershed,Fish Creek-Frontal Green Bay Subwatershed,45.119514,-87.23691
10051165,Jackson Creek at Petrie Road,Walworth,Southeast,Middle Rock Subbasin,Turtle Creek Watershed,Jackson Creek Subwatershed,42.641357,-88.52198
10051172,Hill Creek at Lakeview Road,Green Lake,Northeast,Upper Fox Subbasin,Big Green Lake Watershed,Big Green Lake Subwatershed,43.804295,-88.96603
10051224,Brewer Creek West of Brokup Road,Juneau,West Central,Castle Rock Subbasin,Lower Lemonweir River Watershed,Brewer Creek-Lemonweir River Subwatershed,43.80591,-90.122055
10051573,Sugar River - Basco (Neprud Prpty),Dane,South Central,Sugar Subbasin,Headwaters Sugar River Watershed,Town of Paoli-Sugar River Subwatershed,42.91324,-89.51993
10052329,Neda Creek at Downer Road,Dodge,South Central,Upper Rock Subbasin,Sinnissippi Lake-Rock River Watershed,Wildcat Creek Subwatershed,43.403248,-88.54698
10052330,Lentz Creek at West Iowa Road,Dodge,South Central,Upper Rock Subbasin,Sinnissippi Lake-Rock River Watershed,Wildcat Creek Subwatershed,43.41385,-88.51768
10052332,Woodland Creek at CTH WS,Dodge,South Central,Upper Rock Subbasin,Sinnissippi Lake-Rock River Watershed,Wildcat Creek Subwatershed,43.372135,-88.519066
10052333,Unnamed Trib (858700) at Strange Road,Dodge,South Central,Upper Rock Subbasin,Sinnissippi Lake-Rock River Watershed,Wildcat Creek Subwatershed,43.39632,-88.575035
10052452,Bark River at North Road,Waukesha,Southeast,Middle Rock Subbasin,Bark River Watershed,Headwaters Bark River Subwatershed,43.19217,-88.221855
10052454,Scuppernong Creek at UW Field Station,Waukesha,Southeast,Middle Rock Subbasin,Bark River Watershed,Scuppernong Creek Subwatershed,43.01769,-88.44149
10052493,Unnamed (1186200) DS Confluence Unnamed (5031641),Crawford,West Central,Kickapoo Subbasin,Tainter Creek-Kickapoo River Watershed,Tainter Creek Subwatershed,43.403862,-90.86997
10052568,Little Bear Creek 18ft US Farm Road,Sauk,South Central,Lower Wisconsin Subbasin,Bear Creek Watershed,Lower Bear Creek Subwatershed,43.248573,-90.189156
10052569,Unnamed (5035112) at Spring,Crawford,West Central,Lower Wisconsin Subbasin,City of Boscobel-Wisconsin River Watershed,Clear Creek-Wisconsin River Subwatershed,43.09913,-90.81969
10052650,Unnamed Tributary to Silver Creek DS Brooklyn G Rd and 4th Inline Pond (WBIC 5026724),Green Lake,Northeast,Upper Fox Subbasin,Big Green Lake Watershed,Silver Creek Subwatershed,43.840874,-88.895706
10052670,Unnamed (5034616) at Kickapoo Valley Road,Crawford,West Central,Kickapoo Subbasin,Kickapoo River Watershed,Kickapoo River Subwatershed,43.163822,-90.87999
10052671,Unnamed (5034666) at Kickapoo Valley Road,Crawford,West Central,Kickapoo Subbasin,Kickapoo River Watershed,Kickapoo River Subwatershed,43.13992,-90.88538
10052841,Kentuck Creek near Boardwalk on USFS Property,Vilas,Northern,Brule Subbasin,Iron River-Brule River Watershed,Brule Creek Subwatershed,45.9944,-88.98218
10053213,Forget-Me-Not Creek at Mouth,Manitowoc,Northeast,Manitowoc-Sheboygan Subbasin,Manitowoc River-Frontal Lake Michigan Watershed,Little Manitowoc River-Frontal Lake Michigan Subwatershed,44.12327,-87.618675
10053216,Canyon Park Creek DS of Unnamed (1245400) Stream,Iowa,South Central,Lower Wisconsin Subbasin,Trout Creek-Mill Creek Watershed,Canyon Park Creek-Mill Creek Subwatershed,42.99978,-90.04069
10053341,Maple Dale Creek US Maple Dale Road,Vernon,West Central,Kickapoo Subbasin,West Fork Kickapoo River Watershed,Bishop Branch Subwatershed,43.56416,-90.844604
10053705,East Branch Milwaukee River at Lake to Lake Bike Trail,Fond du Lac,Northeast,Milwaukee Subbasin,Upper Milwaukee River Watershed,Long Lake-East Branch Milwaukee River Subwatershed,43.64704,-88.176834
10053717,Unnamed (40600) at Eisenbahn State Trail,Fond du Lac,Northeast,Milwaukee Subbasin,Upper Milwaukee River Watershed,West Branch Milwaukee River Subwatershed,43.554375,-88.26002
10053849,Whiteside Creek 0.5mi NW of STH 78,Lafayette,South Central,Pecatonica Subbasin,East Branch Pecatonica River Watershed,Whiteside Creek Subwatershed,42.674004,-89.89601
10053859,Trotter Branch at Duncan Hill Road,Green,South Central,Pecatonica Subbasin,East Branch Pecatonica River Watershed,East Branch Pecatonica River Subwatershed,42.67408,-89.82473
10053871,Unnamed Trib (5031431) to Sinissippi Lk at CTH S,Dodge,South Central,Upper Rock Subbasin,Sinnissippi Lake-Rock River Watershed,Sinnissippi Lake-Rock River Subwatershed,43.40793,-88.66293
10053872,Unnamed Trib (5031378) at CTH S,Dodge,South Central,Upper Rock Subbasin,Sinnissippi Lake-Rock River Watershed,Sinnissippi Lake-Rock River Subwatershed,43.415462,-88.62117
10053882,Caves Creek at Fishery Area N of Dyke Avenue,Marquette,Northeast,Upper Fox Subbasin,Montello River Watershed,Westfield Creek Subwatershed,43.91231,-89.46029
10054847,Wedde Creek US 11th Drive,Marquette,Northeast,Upper Fox Subbasin,Mecan River Watershed,Weddle Creek Subwatershed,43.976665,-89.405334
10054851,Plum Creek - Creek Road,Vilas,Northern,Upper Wisconsin Subbasin,Gillmore Creek-Saint Germain River Watershed,Big Saint Germain Lake-Saint Germain River Subwatershed,45.96,-89.54701
10054854,Sugar River at County HWY J,Dane,South Central,Sugar Subbasin,Headwaters Sugar River Watershed,Headwaters Sugar River Subwatershed,43.02521,-89.62154
10054855,Cornfield Rd and Hwy 136,Sauk,South Central,Baraboo Subbasin,Narrows Creek-Baraboo River Watershed,Pleasant Valley-Baraboo River Subwatershed,43.48305,-89.80812
10054913,Silver Creek - 4 1/2 Street,Barron,Northern,Red Cedar Subbasin,Hay River Watershed,Silver Creek-Turtle Creek Subwatershed,45.293648,-92.065865
10054917,East Survey Rd,Iowa,South Central,Pecatonica Subbasin,Mineral Point Branch Watershed,Headwaters Mineral Point Branch Subwatershed,42.917297,-90.16068
10054943,Sugar River - Off Rt 69 and Paoli Rd.,Dane,South Central,Sugar Subbasin,Headwaters Sugar River Watershed,Town of Paoli-Sugar River Subwatershed,42.930603,-89.53216
10055104,Wagon Trail Creek,Door,Northeast,Door-Kewaunee Subbasin,Door Peninsula-Frontal Lake Michigan Watershed,Three Springs Creek-Frontal Lake Michigan Subwatershed,45.21561,-87.03768
10055108,Plover River - Hwy N on the East side of Hwy Y,Marathon,West Central,Castle Rock Subbasin,Plover River Watershed,Headwaters Plover River Subwatershed,44.942,-89.326
10055110,Otter Creek - 4552-4576 cTH Q,Iowa,South Central,Lower Wisconsin Subbasin,Otter Creek Watershed,Black Hawk Lake-Otter Creek Subwatershed,43.039913,-90.26241
10055114,Pine River - Off Shellington Dr.,Richland,South Central,Lower Wisconsin Subbasin,Pine River Watershed,Hawkins Creek-Pine River Subwatershed,43.480812,-90.3656
10055116,Oak Creek - Clement St.,Milwaukee,Southeast,Pike-Root Subbasin,Oak Creek-Frontal Lake Michigan Watershed,Oak Creek Subwatershed,42.905308,-87.89147
10055117,Milwaukee River - Eisenbahn Trail Downstream of HWY F,Fond du Lac,Northeast,Milwaukee Subbasin,Upper Milwaukee River Watershed,Kettle Moraine Lake-Milwaukee River Subwatershed,43.65699,-88.324715
10055120,Sugar River-South of Frenchtown road Bridge,Dane,South Central,Sugar Subbasin,Headwaters Sugar River Watershed,Town of Paoli-Sugar River Subwatershed,42.890835,-89.53139
10055136,Raccoon Creek - 300ft Downstream from The Cleophas Rd Bridge,Rock,South Central,Pecatonica Subbasin,Raccoon Creek Watershed,East Fork Raccoon Creek Subwatershed,42.554596,-89.13062
10055205,Sugar Creek - off C and Heath Rd,Crawford,West Central,Coon-Yellow Subbasin,Rush Creek-Mississippi River Watershed,Sugar Creek Subwatershed,43.37117,-91.04195
10055225,Mecan River - Off Hwy JJ and 11th Ave,Waushara,Northeast,Upper Fox Subbasin,Mecan River Watershed,Little Pine Creek-Mecan River Subwatershed,44.0108,-89.40153
10055619,Pigeon River - Bur Oak,Sheboygan,Southeast,Manitowoc-Sheboygan Subbasin,Pigeon Creek Watershed,Lower Pigeon Creek Subwatershed,43.79303,-87.79608
10055666,Tamarack Creek ~550 M DS Tamarack Road,Vilas,Northern,Upper Wisconsin Subbasin,Pioneer Creek-Wisconsin River Watershed,Tamarack Creek Subwatershed,46.0876,-89.3075
133060,Sixmile Creek - Waunakee Canning Co Outfall,Dane,South Central,Middle Rock Subbasin,Lake Mendota-Yahara River Watershed,Sixmile Creek Subwatershed,43.18899,-89.448425
133064,Sixmile Creek at Woodland Dr Brg,Dane,South Central,Middle Rock Subbasin,Lake Mendota-Yahara River Watershed,Sixmile Creek Subwatershed,43.159992,-89.43189
133070,Starkweather Creek at Sth 30,Dane,South Central,Middle Rock Subbasin,Lake Monona-Yahara River Watershed,Starkweather Creek Subwatershed,43.106487,-89.32366
133102,Oregon Br of Badfish Creek at Sunrise Rd,Dane,South Central,Middle Rock Subbasin,Badfish Creek Watershed,Oregon Branch Subwatershed,42.928123,-89.32893
133311,Maunesha R - A Hwy 19 Brg,Dane,South Central,Upper Rock Subbasin,Maunesha River Watershed,Maunesha River Subwatershed,43.16382,-89.050285
133316,Pheasant Branch at Airport Road near Middleton WI,Dane,South Central,Middle Rock Subbasin,Lake Mendota-Yahara River Watershed,Pheasant Branch Subwatershed,43.111507,-89.53611
133472,Unnamed (Pine Springs) Creek at River Rd,Dane,South Central,Middle Rock Subbasin,Headwaters Yahara River Watershed,OneHundred Mile Grove Cemetery Subwatershed,43.20846,-89.36212
133548,Sugar River at Riverside Rd,Dane,South Central,Sugar Subbasin,Headwaters Sugar River Watershed,Town of Paoli-Sugar River Subwatershed,42.958473,-89.55894
153032,Hibbards Creek - Sth 57 Nr Jacksonprt,Door,Northeast,Door-Kewaunee Subbasin,Door Peninsula-Frontal Lake Michigan Watershed,Hibbard Creek Subwatershed,44.98777,-87.17525
173257,Eighteen Mile Creek- #4- 50 ft US of Cth A,Dunn,West Central,Red Cedar Subbasin,Lower Pine Creek-Red Cedar River Watershed,Eighteenmile Creek Subwatershed,45.00675,-91.6611
203080,Silver Creek At Koro Rd,Fond du Lac,Northeast,Upper Fox Subbasin,Big Green Lake Watershed,Silver Creek Subwatershed,43.858337,-88.87125
203081,Silver Creek At Sth 23 East Of Ripon,Fond du Lac,Northeast,Upper Fox Subbasin,Big Green Lake Watershed,Silver Creek Subwatershed,43.831,-88.788734
203102,Parsons Creek Upstream Hickory Rd,Fond du Lac,Northeast,Lake Winnebago Subbasin,Fond Du Lac River Watershed,Parsons Creek-East Branch Fond Du Lac River Subwatershed,43.693287,-88.471725
233058,Dougherty Creek - S of Meadow Brook Road Bridge,Green,South Central,Pecatonica Subbasin,East Branch Pecatonica River Watershed,Dougherty Creek Subwatershed,42.754288,-89.770004
243026,Spring Creek at Cth K (Bi),Green Lake,Northeast,Upper Fox Subbasin,Big Green Lake Watershed,Big Green Lake Subwatershed,43.780636,-89.01467
243059,White Creek -At Spring Grove Rd Near Mouth Of Green Lake WI,Green Lake,Northeast,Upper Fox Subbasin,Big Green Lake Watershed,Big Green Lake Subwatershed,43.816174,-88.928635
253196,Lowery Creek at Farm Driveway Nr Spring Green,Iowa,South Central,Lower Wisconsin Subbasin,City of Spring Green-Wisconsin River Watershed,Lowery Creek Subwatershed,43.1036,-90.052505
273126,Allen Creek at Hagen Rd,Jackson,West Central,Black Subbasin,Robinson Creek-Black River Watershed,Town Creek-Black River Subwatershed,44.32794,-90.84579
283217,Rock Creek - Above Rock L Cth A,Jefferson,South Central,Upper Rock Subbasin,Crawfish River Watershed,Rock Creek Subwatershed,43.054604,-88.92604
283287,Bark R at Cth D (Princes Point) Near Hebron WI,Jefferson,South Central,Middle Rock Subbasin,Bark River Watershed,Bark River Subwatershed,42.894386,-88.70136
33079,Turtle Creek - 150 ft West of 6th St,Barron,Northern,Red Cedar Subbasin,Hay River Watershed,Silver Creek-Turtle Creek Subwatershed,45.293102,-92.034584
333211,Mud Branch - Cth G Sec. 20,Lafayette,South Central,Pecatonica Subbasin,East Branch Pecatonica River Watershed,Mud Branch-East Branch Pecatonica River Subwatershed,42.726257,-89.93268
353124,Prairie River at Hwy J,Lincoln,Northern,Lake Dubay Subbasin,Prairie River Watershed,Middle Prairie River Subwatershed,45.29377,-89.54635
413730,Little Menomonee River - 350 Ft Upstream Of Calumet Rd Lmr-C,Milwaukee,Southeast,Milwaukee Subbasin,Menomonee River Watershed,Little Menomonee River Subwatershed,43.15674,-88.027115
413841,Milwaukee River at Hubbard Park,Milwaukee,Southeast,Milwaukee Subbasin,Lower Milwaukee River-Frontal Lake Michigan Watershed,Milwaukee River Subwatershed,43.08446,-87.89267
463207,Milwaukee River Tributary at Cedar Creek Rd At Grafton WI,Ozaukee,Southeast,Milwaukee Subbasin,Lower Milwaukee River-Frontal Lake Michigan Watershed,Village of Grafton-Milwaukee River Subwatershed,43.337753,-87.95901
53690,Duck Creek at Cth FF (Hillcrest Rd),Brown,Northeast,Lower Fox Subbasin,Duck Creek-Frontal Green Bay Watershed,Lower Duck Creek Subwatershed,44.53361,-88.129295
603121,Batavia Creek at Sth 28 At Batavia WI,Sheboygan,Southeast,Milwaukee Subbasin,North Branch Milwaukee River Watershed,Batavia Creek-North Branch Milwaukee River Subwatershed,43.590572,-88.05042
603299,Silver Creek at Sth 144 Wayside Bi,Sheboygan,Southeast,Milwaukee Subbasin,North Branch Milwaukee River Watershed,Silver Creek Subwatershed,43.556587,-88.03688
603334,North Branch Milwaukee (Nichols Creek - Hwy N),Sheboygan,Southeast,Milwaukee Subbasin,North Branch Milwaukee River Watershed,Nichols Creek Subwatershed,43.68894,-88.03396
673105,Milwaukee River at Cth M (Bi),Washington,Southeast,Milwaukee Subbasin,Upper Milwaukee River Watershed,Village of Newburg-Milwaukee River Subwatershed,43.424274,-88.07877
673109,Cedar Creek - N Br at Plsnt Va 1m(Bi),Washington,Southeast,Milwaukee Subbasin,Cedar Creek Watershed,Cedar Lake-Cedar Creek Subwatershed,43.35303,-88.23387
683228,Pewaukee River at Cth F/Old Sth 164,Waukesha,Southeast,Upper Fox Subbasin,Pewaukee River-Fox River Watershed,Pewaukee River Subwatershed,43.042072,-88.21048
683247,Rosenow Creek at Nature Ctr 1m (Bi),Waukesha,Southeast,Upper Rock Subbasin,Oconomowoc River Watershed,Lac La Belle-Oconomowoc River Subwatershed,43.134354,-88.48517
683424,Bark River at Genessee Lake Road,Waukesha,Southeast,Middle Rock Subbasin,Bark River Watershed,Bowron Lake-Bark River Subwatershed,43.046944,-88.459854
703070,Upper Pine River at 17th Drive,Waushara,Northeast,Wolf Subbasin,Willow Creek-Frontal Lake Poygan Watershed,Humphrey Creek-Pine River Subwatershed,44.19531,-89.27599
703109,Willow Creek - Upstream Of Cth G,Waushara,Northeast,Wolf Subbasin,Willow Creek-Frontal Lake Poygan Watershed,Bruce Creek-Willow Creek Subwatershed,44.165955,-89.227516
